id,module,name,path,route,evidence_level,evidence_ref,status,notes
XMAP-0001,admin/articles,shared,app+web,/api/admin/articles,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0002,admin/breeding,shared,app+web,/api/admin/breeding/invite/accept,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0003,admin/breeding,shared,app+web,/api/admin/breeding/transaction/create,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0004,admin/breeding,shared,app+web,/api/admin/breeding/transaction/list,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0005,admin/cat,shared,app+web,/api/admin/cat/levels,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0006,admin/cat,shared,app+web,/api/admin/cat/levels/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0007,admin/cat,shared,app+web,/api/admin/cat/planes,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0008,admin/cat,shared,app+web,/api/admin/cat/planes/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0009,admin/cat,shared,app+web,/api/admin/cat/tags,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0010,admin/cat,shared,app+web,/api/admin/cat/tags/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0011,admin/cat,shared,app+web,/api/admin/cat/varieties,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0012,admin/cat,shared,app+web,/api/admin/cat/varieties/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0013,admin/cats,shared,app+web,/api/admin/cats,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0014,admin/cats,shared,app+web,/api/admin/cats/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0015,admin/doors,shared,app+web,/api/admin/doors/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0016,admin/doors,shared,app+web,/api/admin/doors/rule,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0017,admin/doors,shared,app+web,/api/admin/doors/rule/set,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0018,admin/membership,shared,app+web,/api/admin/membership/levels,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0019,admin/merchant,shared,app+web,/api/admin/merchant,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0020,admin/merchant,shared,app+web,/api/admin/merchant/create,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0021,admin/merchant,shared,app+web,/api/admin/merchant/update,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=put
XMAP-0022,admin/pet,shared,app+web,/api/admin/pet/transfer/create,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0023,admin/pet,shared,app+web,/api/admin/pet/transfer/list,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0024,admin/point,shared,app+web,/api/admin/point/adjust,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0025,admin/point,shared,app+web,/api/admin/point/logs,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0026,admin/product,shared,app+web,/api/admin/product,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0027,admin/queues,shared,app+web,/api/admin/queues,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0028,admin/queues,shared,app+web,/api/admin/queues/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0029,admin/queues,shared,app+web,/api/admin/queues/rule,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0030,admin/queues,shared,app+web,/api/admin/queues/rule/set,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0031,admin/seo,shared,app+web,/api/admin/seo/profile,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0032,admin/shops,shared,app+web,/api/admin/shops/add,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0033,admin/sms,shared,app+web,/api/admin/sms,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0034,admin/tool,shared,app+web,/api/admin/tool/prices,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0035,admin/tool,shared,app+web,/api/admin/tool/watermark,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=put
XMAP-0036,admin/user,shared,app+web,/api/admin/user,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0037,admin/users,shared,app+web,/api/admin/users/bind/cat,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0038,admin/users,shared,app+web,/api/admin/users/unbind/cat,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=delete
XMAP-0039,admin/wallet,shared,app+web,/api/admin/wallet/adjust,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=put
XMAP-0040,admin/weixin,shared,app+web,/api/admin/weixin/mini,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0041,admin/weixin,shared,app+web,/api/admin/weixin/mini/audit,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0042,admin/weixin,shared,app+web,/api/admin/weixin/mini/categories,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0043,admin/weixin,shared,app+web,/api/admin/weixin/mini/pages,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0044,admin/weixin,shared,app+web,/api/admin/weixin/mini/publish,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0045,admin/weixin,shared,app+web,/api/admin/weixin/mini/template,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0046,admin/weixin,shared,app+web,/api/admin/weixin/mini/upload,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=post
XMAP-0047,admin/weixin,shared,app+web,/api/admin/weixin/mini/version,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0048,admin/work,shared,app+web,/api/admin/work/statis,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0049,filems/sts,shared,app+web,/api/filems/sts,S+W,api-routes.txt + web/api-routes.txt,shared,present in both App AOT and Web admin; method=get
XMAP-0050,admin/articles,web-only,web,/api/admin/articles/add,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=post
XMAP-0051,admin/articles,web-only,web,/api/admin/articles/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0052,admin/articles,web-only,web,/api/admin/articles/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0053,admin/articles,web-only,web,/api/admin/articles/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0054,admin/brands,web-only,web,/api/admin/brands,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0055,admin/brands,web-only,web,/api/admin/brands/add,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=post
XMAP-0056,admin/brands,web-only,web,/api/admin/brands/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0057,admin/brands,web-only,web,/api/admin/brands/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0058,admin/brands,web-only,web,/api/admin/brands/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0059,admin/brands,web-only,web,/api/admin/brands/update/:id/show,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0060,admin/breeding,web-only,web,/api/admin/breeding/invite/:token/info,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0061,admin/cat,web-only,web,/api/admin/cat/:id/record,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0062,admin/cat,web-only,web,/api/admin/cat/:id/tags,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0063,admin/cat,web-only,web,/api/admin/cat/:record_id/record,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0064,admin/cat,web-only,web,/api/admin/cat/levels/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0065,admin/cat,web-only,web,/api/admin/cat/levels/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0066,admin/cat,web-only,web,/api/admin/cat/levels/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0067,admin/cat,web-only,web,/api/admin/cat/planes/archive/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0068,admin/cat,web-only,web,/api/admin/cat/planes/breeding/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0069,admin/cat,web-only,web,/api/admin/cat/planes/breeding/:id/date,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0070,admin/cat,web-only,web,/api/admin/cat/planes/confirm/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0071,admin/cat,web-only,web,/api/admin/cat/planes/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0072,admin/cat,web-only,web,/api/admin/cat/planes/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0073,admin/cat,web-only,web,/api/admin/cat/planes/update/:id/show,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0074,admin/cat,web-only,web,/api/admin/cat/planes/update/cats/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0075,admin/cat,web-only,web,/api/admin/cat/planes/weights/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=post
XMAP-0076,admin/cat,web-only,web,/api/admin/cat/planes/weights/:id/delete,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0077,admin/cat,web-only,web,/api/admin/cat/planes/weights/:id/update,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0078,admin/cat,web-only,web,/api/admin/cat/record/actions,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0079,admin/cat,web-only,web,/api/admin/cat/record/events,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0080,admin/cat,web-only,web,/api/admin/cat/tags/bind/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0081,admin/cat,web-only,web,/api/admin/cat/tags/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0082,admin/cat,web-only,web,/api/admin/cat/tags/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0083,admin/cat,web-only,web,/api/admin/cat/varieties/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0084,admin/cat,web-only,web,/api/admin/cat/varieties/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0085,admin/category,web-only,web,/api/admin/category,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0086,admin/category,web-only,web,/api/admin/category/update,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0087,admin/cats,web-only,web,/api/admin/cats/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0088,admin/cats,web-only,web,/api/admin/cats/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0089,admin/cats,web-only,web,/api/admin/cats/unmother,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0090,admin/cats,web-only,web,/api/admin/cats/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0091,admin/cats,web-only,web,/api/admin/cats/update/:id/detail,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0092,admin/cats,web-only,web,/api/admin/cats/update/:id/show,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0093,admin/cats,web-only,web,/api/admin/cats/update/:id/show/detail,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0094,admin/cats,web-only,web,/api/admin/cats/update/:id/show/event,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0095,admin/cats,web-only,web,/api/admin/cats/update/:id/show/price,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0096,admin/cats,web-only,web,/api/admin/cats/update/:id/thumb,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0097,admin/cos,web-only,web,/api/admin/cos/upload,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=TBD
XMAP-0098,admin/dam,web-only,web,/api/admin/dam/files/${zm.value.userTemplateId},W,web/api-routes.txt,web-only,not seen in App AOT route list; method=TBD
XMAP-0099,admin/doors,web-only,web,/api/admin/doors,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0100,admin/doors,web-only,web,/api/admin/doors/delete/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0101,admin/doors,web-only,web,/api/admin/doors/detail/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0102,admin/doors,web-only,web,/api/admin/doors/update/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0103,admin/doors,web-only,web,/api/admin/doors/update/:id/user,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
XMAP-0104,admin/goods,web-only,web,/api/admin/goods,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0105,admin/goods,web-only,web,/api/admin/goods/:id,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=get
XMAP-0106,admin/goods,web-only,web,/api/admin/goods/:id/delete,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=delete
XMAP-0107,admin/goods,web-only,web,/api/admin/goods/:id/member-prices,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=post
XMAP-0108,admin/goods,web-only,web,/api/admin/goods/:id/recommended,W,web/api-routes.txt,web-only,not seen in App AOT route list; method=put
